,DATE,GDP,gdp_scaled
44,1958-01-31,467.54,-0.9054440806571926
45,1958-04-30,471.978,-0.9048496674812166
46,1958-07-31,485.841,-0.9029928964450396
47,1958-10-31,499.555,-0.9011560820477134
48,1959-01-31,510.33,-0.8997129090032924
49,1959-04-30,522.653,-0.8980624012142993
50,1959-07-31,525.034,-0.8977434968042051
51,1959-10-31,528.6,-0.8972658768435177
52,1960-01-31,542.648,-0.8953843274302439
53,1960-04-30,541.08,-0.8955943409182858
54,1960-07-31,545.604,-0.8949884091453892
55,1960-10-31,540.197,-0.8957126074424829
56,1961-01-31,545.018,-0.895066896329058
57,1961-04-30,555.545,-0.893656939703664
58,1961-07-31,567.664,-0.8920337550980643
59,1961-10-31,580.612,-0.8902995365756361
60,1962-01-31,594.013,-0.8885046445136142
61,1962-04-30,600.366,-0.8876537416503931
62,1962-07-31,609.027,-0.886493711790743
63,1962-10-31,612.28,-0.8860580141653601
64,1963-01-31,621.672,-0.8848000762318843
65,1963-04-30,629.752,-0.8837178638700354
66,1963-07-31,644.444,-0.8817500589170298
67,1963-10-31,653.938,-0.8804784593918574
68,1964-01-31,669.822,-0.8783510013280447
69,1964-04-30,678.674,-0.8771653894682567
70,1964-07-31,692.031,-0.8753763906418687
71,1964-10-31,697.319,-0.874668130868421
72,1965-01-31,717.79,-0.8719263029897815
73,1965-04-30,730.191,-0.8702653481012557
74,1965-07-31,749.323,-0.8677028620979274
75,1965-10-31,771.857,-0.8646847218303652
76,1966-01-31,795.734,-0.8614867039387976
77,1966-04-30,804.981,-0.8602481868954788
78,1966-07-31,819.638,-0.8582850697435457
79,1966-10-31,833.302,-0.8564549522048943
80,1967-01-31,844.17,-0.8549993230033381
81,1967-04-30,848.983,-0.8543546833873011
82,1967-07-31,865.233,-0.8521782043179887
83,1967-10-31,881.439,-0.8500076184843102
84,1968-01-31,909.387,-0.8462643423594399
85,1968-04-30,934.344,-0.8429216723204965
86,1968-07-31,950.825,-0.8407142537641065
87,1968-10-31,968.03,-0.8384098646941053
88,1969-01-31,993.337,-0.8350203166444381
89,1969-04-30,1009.02,-0.8329197799524982
90,1969-07-31,1029.956,-0.8301156712881828
91,1969-10-31,1038.147,-0.8290185919000758
92,1970-01-31,1051.2,-0.8272703099744306
93,1970-04-30,1067.375,-0.8251038761931304
94,1970-07-31,1086.059,-0.8226013940435283
95,1970-10-31,1088.608,-0.8222599881882866
96,1971-01-31,1135.156,-0.8160254806363879
97,1971-04-30,1156.271,-0.8131973972180168
98,1971-07-31,1177.675,-0.8103306059565052
99,1971-10-31,1190.297,-0.8086400509526369
100,1972-01-31,1230.609,-0.8032407756146601
101,1972-04-30,1266.369,-0.7984511822904379
102,1972-07-31,1290.566,-0.7952103045033515
103,1972-10-31,1328.904,-0.7900754211458563
104,1973-01-31,1377.49,-0.7835679496343723
105,1973-04-30,1413.887,-0.778693038330633
106,1973-07-31,1433.838,-0.7760208577822113
107,1973-10-31,1476.289,-0.7703350908301263
108,1974-01-31,1491.209,-0.7683367482015638
109,1974-04-30,1530.056,-0.763133690822759
110,1974-07-31,1560.026,-0.7591195937330794
111,1974-10-31,1599.679,-0.7538085829924366
112,1975-01-31,1616.116,-0.7516070576716803
113,1975-04-30,1651.853,-0.7468205449024485
114,1975-07-31,1709.82,-0.7390566087663973
115,1975-10-31,1761.831,-0.7320904024356891
116,1976-01-31,1820.487,-0.724234183587099
117,1976-04-30,1852.332,-0.7199689542971142
118,1976-07-31,1886.558,-0.715384820597035
119,1976-10-31,1934.273,-0.7089940083636662
120,1977-01-31,1988.648,-0.7017111745548131
121,1977-04-30,2055.909,-0.6927024263282887
122,1977-07-31,2118.473,-0.6843227810056758
123,1977-10-31,2164.27,-0.6781888602710727
124,1978-01-31,2202.76,-0.6730336184632059
125,1978-04-30,2331.633,-0.6557727331032368
126,1978-07-31,2395.053,-0.647278437560111
127,1978-10-31,2476.949,-0.6363095187994705
128,1979-01-31,2526.61,-0.6296580648264782
129,1979-04-30,2591.247,-0.6210007677432076
130,1979-07-31,2667.565,-0.6107789505363287
131,1979-10-31,2723.883,-0.6032358767993725
132,1980-01-31,2789.842,-0.5944015147727401
133,1980-04-30,2797.352,-0.5933956465997839
134,1980-07-31,2856.483,-0.5854758075937831
135,1980-10-31,2985.557,-0.5681880008619414
136,1981-01-31,3124.206,-0.5496177456938739
137,1981-04-30,3162.532,-0.5444844695824604
138,1981-07-31,3260.609,-0.5313483134174788
139,1981-10-31,3280.818,-0.5286415770782951
140,1982-01-31,3274.302,-0.529514311700796
141,1982-04-30,3331.972,-0.521790154905273
142,1982-07-31,3366.322,-0.5171894129956803
143,1982-10-31,3402.561,-0.5123356637653534
144,1983-01-31,3473.413,-0.5028459471488044
145,1983-04-30,3578.848,-0.48872428126123796
146,1983-07-31,3689.179,-0.4739468589722344
147,1983-10-31,3794.706,-0.45981287086470635
148,1984-01-31,3908.054,-0.4446313601232649
149,1984-04-30,4009.601,-0.4310304419662515
150,1984-07-31,4084.25,-0.42103216590193754
151,1984-10-31,4148.551,-0.41241987170896166
152,1985-01-31,4230.168,-0.40148832141972657
153,1985-04-30,4294.887,-0.39282004148822935
154,1985-07-31,4386.773,-0.3805130903643622
155,1985-10-31,4444.094,-0.3728356776423895
156,1986-01-31,4507.894,-0.3642904859733352
157,1986-04-30,4545.34,-0.35927507457459845
158,1986-07-31,4607.669,-0.35092690448775704
159,1986-10-31,4657.627,-0.34423567117423637
160,1987-01-31,4722.156,-0.3355928393057035
161,1987-04-30,4806.16,-0.32434158098333304
162,1987-07-31,4884.555,-0.3138415762671024
163,1987-10-31,5007.994,-0.29730850550791144
164,1988-01-31,5073.372,-0.28855196097908015
165,1988-04-30,5190.036,-0.2729263145703255
166,1988-07-31,5282.835,-0.26049707880705647
167,1988-10-31,5399.509,-0.24487009302656684
168,1989-01-31,5511.253,-0.22990341751141327
169,1989-04-30,5612.463,-0.21634763618186809
170,1989-07-31,5695.365,-0.20524397662469038
171,1989-10-31,5747.237,-0.19829638756109813
172,1990-01-31,5872.701,-0.18149209402557737
173,1990-04-30,5960.028,-0.16979576247567918
174,1990-07-31,6015.116,-0.1624174314621234
175,1990-10-31,6004.733,-0.16380810113453387
176,1991-01-31,6035.178,-0.15973038388744368
177,1991-04-30,6126.862,-0.14745048807262276
178,1991-07-31,6205.937,-0.13685940607841485
179,1991-10-31,6264.54,-0.12901028590002006
180,1992-01-31,6363.102,-0.1158091702058927
181,1992-04-30,6470.763,-0.10138936017012384
182,1992-07-31,6566.641,-0.08854773184966017
183,1992-10-31,6680.803,-0.07325719624899284
184,1993-01-31,6729.459,-0.06674034913536424
185,1993-04-30,6808.939,-0.0560950225858903
186,1993-07-31,6882.098,-0.046296312910085624
187,1993-10-31,7013.738,-0.0286648233910526
188,1994-01-31,7115.652,-0.015014750291366159
189,1994-04-30,7246.931,0.00256838790803465
190,1994-07-31,7331.075,0.013838397434694595
191,1994-10-31,7455.288,0.030475135566171648
192,1995-01-31,7522.289,0.039449060127587116
193,1995-04-30,7580.997,0.04731224370919907
194,1995-07-31,7683.125,0.06099097936401368
195,1995-10-31,7772.586,0.07297313284215265
196,1996-01-31,7868.468,0.0858152969113103
197,1996-04-30,8032.84,0.10783081799321925
198,1996-07-31,8131.408,0.12103273731038763
199,1996-10-31,8259.771,0.13822531471187377
200,1997-01-31,8362.655,0.1520053068698515
201,1997-04-30,8518.825,0.17292227525474502
202,1997-07-31,8662.823,0.19220896036384336
203,1997-10-31,8765.907,0.20601573995652017
204,1998-01-31,8866.48,0.21948620330654836
205,1998-04-30,8969.699,0.23331106441764743
206,1998-07-31,9121.097,0.2535888846106172
207,1998-10-31,9293.991,0.27674581828506034
208,1999-01-31,9411.682,0.2925090181709956
209,1999-04-30,9526.21,0.3078485747771623
210,1999-07-31,9686.626,0.3293342404007206
211,1999-10-31,9900.169,0.35793558624060856
212,2000-01-31,10002.179,0.3715985173089507
213,2000-04-30,10247.72,0.40448558482636837
214,2000-07-31,10318.165,0.41392078901330476
215,2000-10-31,10435.744,0.4296689879358084
216,2001-01-31,10470.231,0.4342880792381699
217,2001-04-30,10599.0,0.45153503513209553
218,2001-07-31,10598.02,0.4514037767020693
219,2001-10-31,10660.465,0.4597674835010363
220,2002-01-31,10783.5,0.4762464436421349
221,2002-04-30,10887.46,0.49017055219879435
222,2002-07-31,10984.04,0.5031062044150526
223,2002-10-31,11061.433,0.5134720040834401
224,2003-01-31,11174.129,0.528566187787762
225,2003-04-30,11312.766,0.5471348357097473
226,2003-07-31,11566.669,0.5811418858719399
227,2003-10-31,11772.234,0.6086746809416758
228,2004-01-31,11923.447,0.6289277227575488
229,2004-04-30,12112.815,0.6542911374281676
230,2004-07-31,12305.307,0.6800729718287881
231,2004-10-31,12527.214,0.7097945681877978
232,2005-01-31,12767.286,0.7419491333033652
233,2005-04-30,12922.656,0.762758951949462
234,2005-07-31,13142.642,0.7922232549981855
235,2005-10-31,13324.204,0.8165411560924932
236,2006-01-31,13599.16,0.8533679855683002
237,2006-04-30,13753.424,0.8740296697005102
238,2006-07-31,13870.188,0.8896687098266144
239,2006-10-31,14039.56,0.912353916776004
240,2007-01-31,14215.651,0.9359390475941143
241,2007-04-30,14402.082,0.9609090887861748
242,2007-07-31,14564.117,0.9826115986936231
243,2007-10-31,14715.058,1.0028282095983054
244,2008-01-31,14706.538,1.0016870648801182
245,2008-04-30,14865.701,1.0230049072252854
246,2008-07-31,14898.999,1.0274647472283602
247,2008-10-31,14608.209,0.9885171565474153
248,2009-01-31,14430.902,0.9647691581263337
249,2009-04-30,14381.236,0.9581170344674741
250,2009-07-31,14448.882,0.9671773485057944
251,2009-10-31,14651.249,0.9942818124946895
252,2010-01-31,14764.61,1.0094650644193865
253,2010-04-30,14980.193,1.0383396420932065
254,2010-07-31,15141.607,1.059958977015914
255,2010-10-31,15309.474,1.0824426085191918
256,2011-01-31,15351.448,1.0880644874395191
257,2011-04-30,15557.539,1.1156677334625138
258,2011-07-31,15647.68,1.1277409642186302
259,2011-10-31,15842.259,1.1538023255003373
260,2012-01-31,16068.805,1.1841452564071957
261,2012-04-30,16207.115,1.2026701068734482
262,2012-07-31,16319.541,1.217728127540926
263,2012-10-31,16420.419,1.2312394417288706
264,2013-01-31,16648.189,1.2617463117360879
265,2013-04-30,16728.687,1.2725279863281813
266,2013-07-31,16953.838,1.3026840748780124
267,2013-10-31,17192.019,1.3345853647984984
268,2014-01-31,17197.738,1.3353513514937232
269,2014-04-30,17518.508,1.3783143786360827
270,2014-07-31,17804.228,1.416582907847402
271,2014-10-31,17912.079,1.4310281659461352
272,2015-01-31,18063.529,1.4513129508721265
273,2015-04-30,18279.784,1.4802775343265364
274,2015-07-31,18401.626,1.4965967074196542
275,2015-10-31,18435.137,1.5010850760406833
276,2016-01-31,18525.933,1.51324603564544
277,2016-04-30,18711.702,1.538127410428646
278,2016-07-31,18892.639,1.5623616007895182
279,2016-10-31,19089.379,1.5887124003031508
280,2017-01-31,19280.084,1.6142548889747335
281,2017-04-30,19438.643,1.6354918332671096
282,2017-07-31,19692.595,1.6695054463508034
283,2017-10-31,20037.088,1.715645865060012
284,2018-01-31,20328.553,1.7546838633330668
285,2018-04-30,20580.912,1.7884841144993815
286,2018-07-31,20798.73,1.8176580417559653
287,2018-10-31,20917.867,1.833614914794776
288,2019-01-31,21104.133,1.85856285635321
289,2019-04-30,21384.775,1.896151252597516
290,2019-07-31,21694.282,1.9376057453547881
291,2019-10-31,21902.39,1.9654791426567246
292,2020-01-31,21706.513,1.9392439309238194
293,2020-04-30,19913.143,1.6990450220910318
294,2020-07-31,21647.64,1.931358647708581
295,2020-10-31,22024.502,1.9818344787866864
296,2021-01-31,22600.185,2.0589398326364696
297,2021-04-30,23292.362,2.151648063575513
298,2021-07-31,23828.973,2.223520224182455
299,2021-10-31,24654.603,2.3341027727360797
300,2022-01-31,25029.116,2.3842639853936434
301,2022-04-30,25544.273,2.453262657880398
302,2022-07-31,25994.639,2.5135834069591647
303,2022-10-31,26408.405,2.569002055487972
304,2023-01-31,26813.601,2.6232728624399173
305,2023-04-30,27063.012,2.656678266818765
306,2023-07-31,27610.128,2.729957437433284
307,2023-10-31,27956.998,2.776416224803893
308,2024-01-31,28284.498,2.8202806491238817
